SDR Valuations,,,,,
,,,,,
Report date,Currency Unit,Currency amount under Rule O-1,Exchange rate,U.S. Dollar equivalent,Percent change in exchange rate against U.S. dollar from previous calculation
22-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.395109,
,,,     U.S.$1.00 = SDR,0.71679,-0.225
,,,       SDR1 = US$,1.39511,
,,,,,
23-Jul-03,Euro,0.426,1.1399,0.485597,0.308
23-Jul-03,Japanese yen,21,118.91,0.176604,0.151
23-Jul-03,U.K. pound,0.0984,1.6036,0.157794,0.081
23-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.396995,
,,,     U.S.$1.00 = SDR,0.715822,-0.135
,,,       SDR1 = US$,1.397,
,,,,,
24-Jul-03,Euro,0.426,1.1497,0.489772,0.86
24-Jul-03,Japanese yen,21,118.81,0.176753,0.084
24-Jul-03,U.K. pound,0.0984,1.6141,0.158827,0.655
24-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.402352,
,,,     U.S.$1.00 = SDR,0.713088,-0.382
,,,       SDR1 = US$,1.40235,
,,,,,
25-Jul-03,Euro,0.426,1.148,0.489048,-0.148
25-Jul-03,Japanese yen,21,118.85,0.176693,-0.034
25-Jul-03,U.K. pound,0.0984,1.6173,0.159142,0.198
25-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.401883,
,,,     U.S.$1.00 = SDR,0.713326,0.033
,,,       SDR1 = US$,1.40188,
,,,,,
28-Jul-03,Euro,0.426,1.1462,0.488281,-0.157
28-Jul-03,Japanese yen,21,119.56,0.175644,-0.594
28-Jul-03,U.K. pound,0.0984,1.6223,0.159634,0.309
28-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.400559,
,,,     U.S.$1.00 = SDR,0.714001,0.095
,,,       SDR1 = US$,1.40056,
,,,,,
29-Jul-03,Euro,0.426,1.148,0.489048,0.157
29-Jul-03,Japanese yen,21,119.54,0.175673,0.017
29-Jul-03,U.K. pound,0.0984,1.6255,0.159949,0.197
29-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.40167,
,,,     U.S.$1.00 = SDR,0.713435,-0.079
,,,       SDR1 = US$,1.40167,
,,,,,
30-Jul-03,Euro,0.426,1.1435,0.487131,-0.392
30-Jul-03,Japanese yen,21,119.75,0.175365,-0.175
30-Jul-03,U.K. pound,0.0984,1.6237,0.159772,-0.111
30-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.399268,
,,,     U.S.$1.00 = SDR,0.714659,0.172
,,,       SDR1 = US$,1.39927,
,,,,,
31-Jul-03,Euro,0.426,1.1303,0.481508,-1.154
31-Jul-03,Japanese yen,21,120.03,0.174956,-0.233
31-Jul-03,U.K. pound,0.0984,1.6106,0.158483,-0.807
31-Jul-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391947,
,,,     U.S.$1.00 = SDR,0.718418,0.526
,,,       SDR1 = US$,1.39195,
,,,,,
01-Aug-03,Euro,0.426,1.1163,0.475544,-1.239
01-Aug-03,Japanese yen,21,120.51,0.174259,-0.398
01-Aug-03,U.K. pound,0.0984,1.6028,0.157716,-0.484
01-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.384519,
,,,     U.S.$1.00 = SDR,0.722273,0.537
,,,       SDR1 = US$,1.38452,
,,,,,
04-Aug-03,Euro,0.426,1.13,0.48138,1.227
04-Aug-03,Japanese yen,21,120.17,0.174752,0.283
04-Aug-03,U.K. pound,0.0984,1.6118,0.158601,0.562
04-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391733,
,,,     U.S.$1.00 = SDR,0.718529,-0.518
,,,       SDR1 = US$,1.39173,
,,,,,
05-Aug-03,Euro,0.426,1.1323,0.48236,0.204
05-Aug-03,Japanese yen,21,120.54,0.174216,-0.307
05-Aug-03,U.K. pound,0.0984,1.6104,0.158463,-0.087
05-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.392039,
,,,     U.S.$1.00 = SDR,0.718371,-0.022
,,,       SDR1 = US$,1.39204,
,,,,,
06-Aug-03,Euro,0.426,1.1383,0.484916,0.53
06-Aug-03,Japanese yen,21,120,0.175,0.45
06-Aug-03,U.K. pound,0.0984,1.6145,0.158867,0.255
06-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.395783,
,,,     U.S.$1.00 = SDR,0.716444,-0.268
,,,       SDR1 = US$,1.39578,
,,,,,
07-Aug-03,Euro,0.426,1.1353,0.483638,-0.264
07-Aug-03,Japanese yen,21,119.9,0.175146,0.083
07-Aug-03,U.K. pound,0.0984,1.6071,0.158139,-0.458
07-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.393923,
,,,     U.S.$1.00 = SDR,0.7174,0.133
,,,       SDR1 = US$,1.39392,
,,,,,
08-Aug-03,Euro,0.426,1.1344,0.483254,-0.079
08-Aug-03,Japanese yen,21,118.93,0.176574,0.816
08-Aug-03,U.K. pound,0.0984,1.6128,0.1587,0.355
08-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.395528,
,,,     U.S.$1.00 = SDR,0.716575,-0.115
,,,       SDR1 = US$,1.39553,
,,,,,
11-Aug-03,Euro,0.426,1.1266,0.479932,-0.688
11-Aug-03,Japanese yen,21,118.47,0.17726,0.388
11-Aug-03,U.K. pound,0.0984,1.5994,0.157381,-0.831
11-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391573,
,,,     U.S.$1.00 = SDR,0.718611,0.284
,,,       SDR1 = US$,1.39157,
,,,,,
12-Aug-03,Euro,0.426,1.1322,0.482317,0.497
12-Aug-03,Japanese yen,21,118.7,0.176917,-0.194
12-Aug-03,U.K. pound,0.0984,1.6035,0.157784,0.256
12-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.394018,
,,,     U.S.$1.00 = SDR,0.717351,-0.175
,,,       SDR1 = US$,1.39402,
,,,,,
13-Aug-03,Euro,0.426,1.1263,0.479804,-0.521
13-Aug-03,Japanese yen,21,118.89,0.176634,-0.16
13-Aug-03,U.K. pound,0.0984,1.6046,0.157893,0.069
13-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391331,
,,,     U.S.$1.00 = SDR,0.718736,0.193
,,,       SDR1 = US$,1.39133,
,,,,,
14-Aug-03,Euro,0.426,1.1282,0.480613,0.169
14-Aug-03,Japanese yen,21,119.44,0.17582,-0.46
14-Aug-03,U.K. pound,0.0984,1.6078,0.158208,0.199
14-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391641,
,,,     U.S.$1.00 = SDR,0.718576,-0.022
,,,       SDR1 = US$,1.39164,
,,,,,
15-Aug-03,Euro,0.426,1.1265,0.479889,-0.151
15-Aug-03,Japanese yen,21,119.13,0.176278,0.26
15-Aug-03,U.K. pound,0.0984,1.6011,0.157548,-0.417
15-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.390715,
,,,     U.S.$1.00 = SDR,0.719055,0.067
,,,       SDR1 = US$,1.39071,
,,,,,
18-Aug-03,Euro,0.426,1.1184,0.476438,-0.719
18-Aug-03,Japanese yen,21,119.46,0.175791,-0.276
18-Aug-03,U.K. pound,0.0984,1.5917,0.156623,-0.587
18-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.385852,
,,,     U.S.$1.00 = SDR,0.721578,0.351
,,,       SDR1 = US$,1.38585,
,,,,,
19-Aug-03,Euro,0.426,1.1098,0.472775,-0.769
19-Aug-03,Japanese yen,21,119.72,0.175409,-0.217
19-Aug-03,U.K. pound,0.0984,1.5864,0.156102,-0.333
19-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.381286,
,,,     U.S.$1.00 = SDR,0.723963,0.331
,,,       SDR1 = US$,1.38129,
,,,,,
20-Aug-03,Euro,0.426,1.1083,0.472136,-0.135
20-Aug-03,Japanese yen,21,118.48,0.177245,1.047
20-Aug-03,U.K. pound,0.0984,1.5901,0.156466,0.233
20-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.382847,
,,,     U.S.$1.00 = SDR,0.723146,-0.113
,,,       SDR1 = US$,1.38285,
,,,,,
21-Aug-03,Euro,0.426,1.0991,0.468217,-0.83
21-Aug-03,Japanese yen,21,117.9,0.178117,0.492
21-Aug-03,U.K. pound,0.0984,1.5834,0.155807,-0.421
21-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.379141,
,,,     U.S.$1.00 = SDR,0.725089,0.269
,,,       SDR1 = US$,1.37914,
,,,,,
22-Aug-03,Euro,0.426,1.0913,0.464894,-0.71
22-Aug-03,Japanese yen,21,117.9,0.178117,0
22-Aug-03,U.K. pound,0.0984,1.5761,0.155088,-0.461
22-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.375099,
,,,     U.S.$1.00 = SDR,0.72722,0.294
,,,       SDR1 = US$,1.3751,
,,,,,
25-Aug-03,Euro,0.426,1.0893,0.464042,-0.183
25-Aug-03,Japanese yen,21,117.43,0.17883,0.4
25-Aug-03,U.K. pound,0.0984,1.5729,0.154773,-0.203
25-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.374645,
,,,     U.S.$1.00 = SDR,0.727461,0.033
,,,       SDR1 = US$,1.37464,
,,,,,
26-Aug-03,Euro,0.426,1.0812,0.460591,-0.744
26-Aug-03,Japanese yen,21,117.49,0.178739,-0.051
26-Aug-03,U.K. pound,0.0984,1.5639,0.153888,-0.572
26-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.370218,
,,,     U.S.$1.00 = SDR,0.729811,0.323
,,,       SDR1 = US$,1.37022,
,,,,,
27-Aug-03,Euro,0.426,1.0898,0.464255,0.795
27-Aug-03,Japanese yen,21,117.71,0.178405,-0.187
27-Aug-03,U.K. pound,0.0984,1.5705,0.154537,0.422
27-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.374197,
,,,     U.S.$1.00 = SDR,0.727698,-0.29
,,,       SDR1 = US$,1.3742,
,,,,,
28-Aug-03,Euro,0.426,1.0822,0.461017,-0.697
28-Aug-03,Japanese yen,21,117.35,0.178952,0.307
28-Aug-03,U.K. pound,0.0984,1.5657,0.154065,-0.306
28-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.371034,
,,,     U.S.$1.00 = SDR,0.729377,0.231
,,,       SDR1 = US$,1.37103,
,,,,,
29-Aug-03,Euro,0.426,1.0909,0.464723,0.804
29-Aug-03,Japanese yen,21,116.62,0.180072,0.626
29-Aug-03,U.K. pound,0.0984,1.58,0.155472,0.913
29-Aug-03,U.S. dollar,0.577,1,0.577,0
,,,,1.377267,
,,,     U.S.$1.00 = SDR,0.726076,-0.453
,,,       SDR1 = US$,1.37727,
,,,,,
01-Sep-03,Euro,0.426,1.098,0.467748,0.651
01-Sep-03,Japanese yen,21,116.44,0.18035,0.155
01-Sep-03,U.K. pound,0.0984,1.5715,0.154636,-0.538
01-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.379734,
,,,     U.S.$1.00 = SDR,0.724777,-0.179
,,,       SDR1 = US$,1.37973,
,,,,,
02-Sep-03,Euro,0.426,1.0861,0.462679,-0.44
02-Sep-03,Japanese yen,21,117.01,0.179472,-0.333
02-Sep-03,U.K. pound,0.0984,1.5678,0.154272,-0.772
02-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.373423,
,,,     U.S.$1.00 = SDR,0.728108,0.28
,,,       SDR1 = US$,1.37342,
,,,,,
03-Sep-03,Euro,0.426,1.0787,0.459526,-0.681
03-Sep-03,Japanese yen,21,116.08,0.18091,0.801
03-Sep-03,U.K. pound,0.0984,1.5639,0.153888,-0.249
03-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.371324,
,,,     U.S.$1.00 = SDR,0.729222,0.153
,,,       SDR1 = US$,1.37132,
,,,,,
04-Sep-03,Euro,0.426,1.0827,0.46123,0.371
04-Sep-03,Japanese yen,21,116.83,0.179748,-0.642
04-Sep-03,U.K. pound,0.0984,1.5728,0.154764,0.569
04-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.372742,
,,,     U.S.$1.00 = SDR,0.728469,-0.103
,,,       SDR1 = US$,1.37274,
,,,,,
05-Sep-03,Euro,0.426,1.093,0.465618,0.951
05-Sep-03,Japanese yen,21,116.81,0.179779,0.017
05-Sep-03,U.K. pound,0.0984,1.5825,0.155718,0.617
05-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.378115,
,,,     U.S.$1.00 = SDR,0.725629,-0.39
,,,       SDR1 = US$,1.37811,
,,,,,
08-Sep-03,Euro,0.426,1.1096,0.47269,1.519
08-Sep-03,Japanese yen,21,116.86,0.179702,-0.043
08-Sep-03,U.K. pound,0.0984,1.5888,0.156338,0.398
08-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.38573,
,,,     U.S.$1.00 = SDR,0.721641,-0.55
,,,       SDR1 = US$,1.38573,
,,,,,
09-Sep-03,Euro,0.426,1.1126,0.473968,0.27
09-Sep-03,Japanese yen,21,116.39,0.180428,0.404
09-Sep-03,U.K. pound,0.0984,1.5838,0.155846,-0.315
09-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.387242,
,,,     U.S.$1.00 = SDR,0.720855,-0.109
,,,       SDR1 = US$,1.38724,
,,,,,
10-Sep-03,Euro,0.426,1.1202,0.477205,0.683
10-Sep-03,Japanese yen,21,116.74,0.179887,-0.3
10-Sep-03,U.K. pound,0.0984,1.5905,0.156505,0.423
10-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.390597,
,,,     U.S.$1.00 = SDR,0.719116,-0.241
,,,       SDR1 = US$,1.3906,
,,,,,
11-Sep-03,Euro,0.426,1.1217,0.477844,0.134
11-Sep-03,Japanese yen,21,117.14,0.179273,-0.341
11-Sep-03,U.K. pound,0.0984,1.594,0.15685,0.22
11-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.390967,
,,,     U.S.$1.00 = SDR,0.718924,-0.027
,,,       SDR1 = US$,1.39097,
,,,,,
12-Sep-03,Euro,0.426,1.1156,0.475246,-0.544
12-Sep-03,Japanese yen,21,117.05,0.179411,0.077
12-Sep-03,U.K. pound,0.0984,1.5919,0.156643,-0.132
12-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.3883,
,,,     U.S.$1.00 = SDR,0.720305,0.192
,,,       SDR1 = US$,1.3883,
,,,,,
15-Sep-03,Euro,0.426,1.1274,0.480272,1.058
15-Sep-03,Japanese yen,21,117.58,0.178602,-0.451
15-Sep-03,U.K. pound,0.0984,1.6028,0.157716,0.685
15-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.39359,
,,,     U.S.$1.00 = SDR,0.717571,-0.38
,,,       SDR1 = US$,1.39359,
,,,,,
16-Sep-03,Euro,0.426,1.1214,0.477716,-0.532
16-Sep-03,Japanese yen,21,116.34,0.180505,1.066
16-Sep-03,U.K. pound,0.0984,1.5927,0.156722,-0.63
16-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391943,
,,,     U.S.$1.00 = SDR,0.71842,0.118
,,,       SDR1 = US$,1.39194,
,,,,,
17-Sep-03,Euro,0.426,1.1195,0.476907,-0.169
17-Sep-03,Japanese yen,21,116.36,0.180474,-0.017
17-Sep-03,U.K. pound,0.0984,1.5989,0.157332,0.389
17-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.391713,
,,,     U.S.$1.00 = SDR,0.718539,0.017
,,,       SDR1 = US$,1.39171,
,,,,,
18-Sep-03,Euro,0.426,1.1274,0.480272,0.706
18-Sep-03,Japanese yen,21,115.66,0.181567,0.605
18-Sep-03,U.K. pound,0.0984,1.6153,0.158946,1.026
18-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.397785,
,,,     U.S.$1.00 = SDR,0.715418,-0.434
,,,       SDR1 = US$,1.39778,
,,,,,
19-Sep-03,Euro,0.426,1.1282,0.480613,0.071
19-Sep-03,Japanese yen,21,115.36,0.182039,0.26
19-Sep-03,U.K. pound,0.0984,1.6245,0.159851,0.57
19-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.399503,
,,,     U.S.$1.00 = SDR,0.714539,-0.123
,,,       SDR1 = US$,1.3995,
,,,,,
22-Sep-03,Euro,0.426,1.1479,0.489005,1.818
22-Sep-03,Japanese yen,21,111.67,0.188054,3.573
22-Sep-03,U.K. pound,0.0984,1.6473,0.162094,1.981
22-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.416153,
,,,     U.S.$1.00 = SDR,0.706138,-1.297
,,,       SDR1 = US$,1.41615,
,,,,,
23-Sep-03,Euro,0.426,1.1483,0.489176,0.035
23-Sep-03,Japanese yen,21,111.21,0.188832,0.414
23-Sep-03,U.K. pound,0.0984,1.6543,0.162783,0.425
23-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.417791,
,,,     U.S.$1.00 = SDR,0.705323,-0.115
,,,       SDR1 = US$,1.41779,
,,,,,
24-Sep-03,Euro,0.426,1.1472,0.488707,-0.096
24-Sep-03,Japanese yen,21,111.48,0.188375,-0.242
24-Sep-03,U.K. pound,0.0984,1.6551,0.162862,0.048
24-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.416944,
,,,     U.S.$1.00 = SDR,0.705744,0.06
,,,       SDR1 = US$,1.41694,
,,,,,
25-Sep-03,Euro,0.426,1.1488,0.489389,0.139
25-Sep-03,Japanese yen,21,111.84,0.187768,-0.322
25-Sep-03,U.K. pound,0.0984,1.6577,0.163118,0.157
25-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.417275,
,,,     U.S.$1.00 = SDR,0.705579,-0.023
,,,       SDR1 = US$,1.41728,
,,,,,
26-Sep-03,Euro,0.426,1.1475,0.488835,-0.113
26-Sep-03,Japanese yen,21,112.11,0.187316,-0.241
26-Sep-03,U.K. pound,0.0984,1.6606,0.163403,0.175
26-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.416554,
,,,     U.S.$1.00 = SDR,0.705938,0.051
,,,       SDR1 = US$,1.41655,
,,,,,
29-Sep-03,Euro,0.426,1.141,0.486066,-0.566
29-Sep-03,Japanese yen,21,111.65,0.188088,0.412
29-Sep-03,U.K. pound,0.0984,1.6479,0.162153,-0.765
29-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.413307,
,,,     U.S.$1.00 = SDR,0.70756,0.23
,,,       SDR1 = US$,1.41331,
,,,,,
30-Sep-03,Euro,0.426,1.1686,0.497824,2.419
30-Sep-03,Japanese yen,21,110.36,0.190286,1.169
30-Sep-03,U.K. pound,0.0984,1.6736,0.164682,1.56
30-Sep-03,U.S. dollar,0.577,1,0.577,0
,,,,1.429792,
,,,     U.S.$1.00 = SDR,0.699402,-1.153
,,,       SDR1 = US$,1.42979,
,,,,,
01-Oct-03,Euro,0.426,1.1688,0.497909,0.017
01-Oct-03,Japanese yen,21,111.15,0.188934,-0.711
01-Oct-03,U.K. pound,0.0984,1.6581,0.163157,-0.926
01-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.427,
,,,     U.S.$1.00 = SDR,0.700771,0.196
,,,       SDR1 = US$,1.427,
,,,,,
02-Oct-03,Euro,0.426,1.1683,0.497696,-0.043
02-Oct-03,Japanese yen,21,111.18,0.188883,-0.027
02-Oct-03,U.K. pound,0.0984,1.6641,0.163747,0.362
02-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.427326,
,,,     U.S.$1.00 = SDR,0.700611,-0.023
,,,       SDR1 = US$,1.42733,
,,,,,
03-Oct-03,Euro,0.426,1.1698,0.498335,0.128
03-Oct-03,Japanese yen,21,110.49,0.190062,0.624
03-Oct-03,U.K. pound,0.0984,1.6699,0.164318,0.349
03-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.429715,
,,,     U.S.$1.00 = SDR,0.69944,-0.167
,,,       SDR1 = US$,1.42972,
,,,,,
06-Oct-03,Euro,0.426,1.1575,0.493095,-1.051
06-Oct-03,Japanese yen,21,110.98,0.189223,-0.442
06-Oct-03,U.K. pound,0.0984,1.665,0.163836,-0.293
06-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.423154,
,,,     U.S.$1.00 = SDR,0.702665,0.461
,,,       SDR1 = US$,1.42315,
,,,,,
07-Oct-03,Euro,0.426,1.1771,0.501445,1.693
07-Oct-03,Japanese yen,21,110.5,0.190045,0.434
07-Oct-03,U.K. pound,0.0984,1.674,0.164722,0.541
07-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.433212,
,,,     U.S.$1.00 = SDR,0.697733,-0.702
,,,       SDR1 = US$,1.43321,
,,,,,
08-Oct-03,Euro,0.426,1.1795,0.502467,0.204
08-Oct-03,Japanese yen,21,109.78,0.191292,0.656
08-Oct-03,U.K. pound,0.0984,1.6607,0.163413,-0.795
08-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.434172,
,,,     U.S.$1.00 = SDR,0.697266,-0.067
,,,       SDR1 = US$,1.43417,
,,,,,
09-Oct-03,Euro,0.426,1.181,0.503106,0.127
09-Oct-03,Japanese yen,21,109.1,0.192484,0.623
09-Oct-03,U.K. pound,0.0984,1.6642,0.163757,0.211
09-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.436347,
,,,     U.S.$1.00 = SDR,0.696211,-0.151
,,,       SDR1 = US$,1.43635,
,,,,,
10-Oct-03,Euro,0.426,1.179,0.502254,-0.169
10-Oct-03,Japanese yen,21,108.34,0.193834,0.701
10-Oct-03,U.K. pound,0.0984,1.6643,0.163767,0.006
10-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.436855,
,,,     U.S.$1.00 = SDR,0.695964,-0.035
,,,       SDR1 = US$,1.43686,
,,,,,
13-Oct-03,Euro,0.426,1.1682,0.497653,-0.916
13-Oct-03,Japanese yen,21,108.54,0.193477,-0.184
13-Oct-03,U.K. pound,0.0984,1.6587,0.163216,-0.336
13-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.431346,
,,,     U.S.$1.00 = SDR,0.698643,0.385
,,,       SDR1 = US$,1.43135,
,,,,,
14-Oct-03,Euro,0.426,1.1657,0.496588,-0.214
14-Oct-03,Japanese yen,21,110.17,0.190615,-1.48
14-Oct-03,U.K. pound,0.0984,1.6606,0.163403,0.115
14-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.427606,
,,,     U.S.$1.00 = SDR,0.700473,0.262
,,,       SDR1 = US$,1.42761,
,,,,,
15-Oct-03,Euro,0.426,1.1687,0.497866,0.257
15-Oct-03,Japanese yen,21,109.3,0.192132,0.796
15-Oct-03,U.K. pound,0.0984,1.671,0.164426,0.626
15-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.431424,
,,,     U.S.$1.00 = SDR,0.698605,-0.267
,,,       SDR1 = US$,1.43142,
,,,,,
16-Oct-03,Euro,0.426,1.1621,0.495055,-0.565
16-Oct-03,Japanese yen,21,109.83,0.191205,-0.483
16-Oct-03,U.K. pound,0.0984,1.6724,0.164564,0.084
16-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.427824,
,,,     U.S.$1.00 = SDR,0.700366,0.252
,,,       SDR1 = US$,1.42782,
,,,,,
17-Oct-03,Euro,0.426,1.1604,0.49433,-0.146
17-Oct-03,Japanese yen,21,109.73,0.191379,0.091
17-Oct-03,U.K. pound,0.0984,1.6727,0.164594,0.018
17-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.427303,
,,,     U.S.$1.00 = SDR,0.700622,0.037
,,,       SDR1 = US$,1.4273,
,,,,,
20-Oct-03,Euro,0.426,1.1661,0.496759,0.491
20-Oct-03,Japanese yen,21,109.96,0.190979,-0.209
20-Oct-03,U.K. pound,0.0984,1.6765,0.164968,0.227
20-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.429706,
,,,     U.S.$1.00 = SDR,0.699445,-0.168
,,,       SDR1 = US$,1.4297,
,,,,,
21-Oct-03,Euro,0.426,1.1634,0.495608,-0.232
21-Oct-03,Japanese yen,21,110.27,0.190442,-0.281
21-Oct-03,U.K. pound,0.0984,1.6715,0.164476,-0.298
21-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.427526,
,,,     U.S.$1.00 = SDR,0.700513,0.153
,,,       SDR1 = US$,1.42753,
,,,,,
22-Oct-03,Euro,0.426,1.1675,0.497355,0.352
22-Oct-03,Japanese yen,21,109.7,0.191431,0.52
22-Oct-03,U.K. pound,0.0984,1.6806,0.165371,0.544
22-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.431157,
,,,     U.S.$1.00 = SDR,0.698735,-0.254
,,,       SDR1 = US$,1.43116,
,,,,,
23-Oct-03,Euro,0.426,1.1785,0.502041,0.942
23-Oct-03,Japanese yen,21,109.7,0.191431,0
23-Oct-03,U.K. pound,0.0984,1.691,0.166394,0.619
23-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.436866,
,,,     U.S.$1.00 = SDR,0.695959,-0.397
,,,       SDR1 = US$,1.43687,
,,,,,
24-Oct-03,Euro,0.426,1.1765,0.501189,-0.17
24-Oct-03,Japanese yen,21,109.59,0.191623,0.1
24-Oct-03,U.K. pound,0.0984,1.6941,0.166699,0.183
24-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.436511,
,,,     U.S.$1.00 = SDR,0.696131,0.025
,,,       SDR1 = US$,1.43651,
,,,,,
27-Oct-03,Euro,0.426,1.1764,0.501146,-0.008
27-Oct-03,Japanese yen,21,108.55,0.193459,0.958
27-Oct-03,U.K. pound,0.0984,1.6947,0.166758,0.035
27-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.438363,
,,,     U.S.$1.00 = SDR,0.695235,-0.129
,,,       SDR1 = US$,1.43836,
,,,,,
28-Oct-03,Euro,0.426,1.1678,0.497483,-0.731
28-Oct-03,Japanese yen,21,108.34,0.193834,0.194
28-Oct-03,U.K. pound,0.0984,1.6906,0.166355,-0.242
28-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.434672,
,,,     U.S.$1.00 = SDR,0.697023,0.257
,,,       SDR1 = US$,1.43467,
,,,,,
29-Oct-03,Euro,0.426,1.1707,0.498718,0.248
29-Oct-03,Japanese yen,21,107.94,0.194553,0.371
29-Oct-03,U.K. pound,0.0984,1.7044,0.167713,0.816
29-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.437984,
,,,     U.S.$1.00 = SDR,0.695418,-0.23
,,,       SDR1 = US$,1.43798,
,,,,,
30-Oct-03,Euro,0.426,1.1711,0.498889,0.034
30-Oct-03,Japanese yen,21,108.08,0.194301,-0.13
30-Oct-03,U.K. pound,0.0984,1.704,0.167674,-0.023
30-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.437864,
,,,     U.S.$1.00 = SDR,0.695476,0.008
,,,       SDR1 = US$,1.43786,
,,,,,
31-Oct-03,Euro,0.426,1.1637,0.495736,-0.632
31-Oct-03,Japanese yen,21,109.04,0.19259,-0.88
31-Oct-03,U.K. pound,0.0984,1.6916,0.166453,-0.728
31-Oct-03,U.S. dollar,0.577,1,0.577,0
,,,,1.431779,
,,,     U.S.$1.00 = SDR,0.698432,0.425
,,,       SDR1 = US$,1.43178,
,,,,,
03-Nov-03,Euro,0.426,1.1609,0.494543,-0.241
03-Nov-03,Japanese yen,21,110.12,0.190701,-0.981
03-Nov-03,U.K. pound,0.0984,1.6965,0.166936,0.29
03-Nov-03,U.S. dollar,0.577,1,0.577,0
,,,,1.42918,
,,,     U.S.$1.00 = SDR,0.699702,0.182
,,,       SDR1 = US$,1.42918,
,,,,,
04-Nov-03,Euro,0.426,1.1465,0.488409,-1.24
04-Nov-03,Japanese yen,21,110.32,0.190355,-0.181
